text,is_prompt
"""""""
You are the dungeon master of a singleplayer text-adventure Dungeons and Dragons game. The game should be challenging. Stupid choices
should be punished and should have consequences.
The player has just taken their action, and the outcome is given to you. Write a short single paragraph of the immediate outcome of their action.
If the player is not doing an action that is in-line with the story, they should be allowed to go ahead with their action, but the outcome you write shouldn't
progress the story.
The outcome should contain MULTIPLE story hooks in the paragraph (embedded different sub-stories that are happening in the background).
Once you have written this short single paragraph, then give a very short single sentence description of what is around the player,
prioritising mentioning any people, buildings, or any other things of interest, this is because
it is a text-adventure game, and the player can't see.
Write it like you are telling the player what happened to them., using language like ""you"" and ""your"".
Use imaginative and creative language with lots of enthusiasm.
Don't tell the player what they should do next, simply ask, ""what do you do next?"".
The quest campaign story is hidden from the player, do not reveal future events, or any information or secrets that have not yet been given to the player.""""""",1
"""""""An AI language model has been given acces to the following set of tools to help answer a user's question.

The tools given to the AI model are:

Tool 1:
Name: Search
Description: useful for when you need to ask with search

Tool 2:
Name: Lookup
Description: useful for when you need to ask with lookup

Tool 3:
Name: Calculator
Description: useful for doing calculations

Tool 4:
Name: Search the Web (SerpAPI)
Description: useful for when you need to answer questions about current events

The question the human asked the AI model was: If laid the Statue of Liberty end to end, how many times would it stretch across the United States?

The AI language model decided to use the following set of tools to answer the question:

Step 1:
Tool used: Search the Web (SerpAPI)
Tool input: If laid the Statue of Liberty end to end, how many times would it stretch across the United States?
Tool output: The Statue of Liberty was given to the United States by France, as a symbol of the two countries' friendship. It was erected atop an American-designed ...

The AI language model's final answer to the question was: There are different ways to measure the length of the United States, but if we use the distance between the Statue of Liberty and the westernmost point of the contiguous United States (Cape Alava, Washington), which is approximately 2,857 miles (4,596 km), and assume that the Statue of Liberty is 305 feet (93 meters) tall, then the statue would stretch across the United States approximately 17.5 times if laid end to end.

Let's to do a detailed evaluation of the AI language model's answer step by step.

We consider the following criteria before giving a score from 1 to 5:

i. Is the final answer helpful?
ii. Does the AI language use a logical sequence of tools to answer the question?
iii. Does the AI language model use the tools in a helpful way?
iv. Does the AI language model use too many steps to answer the question?
v. Are the appropriate tools used to answer the question?""""""",1
'should_strage_search',0
"""""""基于以下已知信息，请简洁并专业地回答用户的问题。
                如果无法从中得到答案，请说 ""根据已知信息无法回答该问题"" 或 ""没有提供足够的相关信息""。不允许在答案中添加编造成分。另外，答案请使用中文。

                已知内容:
                {context}

                问题:
                {question}""""""",1
"""Summary""",0
"""""""A human wants to write a robotics software with the help of a super talented software engineer AI.

        The AI is very proficient in robotics, especially in writing robot software in ROS, which stands for Robot Operating System.

        The human task is provided below:
        - Human task: {task}

        The human wants the task to be implemented in {ros_version} using Python programming language.

        The AI's role here is to help the human to identify the components for implementing the task.

        The AI takes a list of the ROS nodes that are involved in the implementation of the task.
        Using the node list, the AI generates a list containing the ROS topics that are needed for communication between the ROS nodes.

        The AI should consider the following summary as a reference for the specifications of the human task:
        {summary}

        Here is the list of ROS nodes that are involved in the task:
        {ros_nodes}
        
        The AI generates the list of ROS topics as a list of 4-tuples, with the following properties:
        1. The first element of the tuple contains the ROS topic name.
        2. The second element of the tuple contains the message type of the ROS topic.
        3. The third element of the tuple contains the list of ROS nodes that publish this ROS topic. This list can be empty by default.
        4. The forth element of the tuple contains the list of ROS nodes that subscribe to this ROS topic. This list can be empty by default.

        {format_instructions}

        The AI does not need to provide code snippets. Each identified ROS topic should be responsible for connecting a subset of ROS nodes.""""""",1
"""dialect""",0
"""""""
  システム: システムは資料から抜粋して質問に答えます。資料にない内容には答えず、正直に「わかりません」と答えます。

  {context}

  上記の資料に基づいて以下の質問について資料から抜粋して回答を生成します。資料にない内容には答えず「わかりません」と答えます。
  ユーザー: {question}
  システム:
  """"""",1
"""Summarizing entire paper""",0
""""""" 
    System Prompt:
    Your are an AI chatbot that helps users chat with PDF documents. How may I help you today?

    {context}

    {question}
    """"""",1
'model',0
"""""""You are a teacher coming up with questions to ask on a quiz. 
Given the following document, please generate a question and answer based on that document.

Example Format:
<Begin Document>
...
<End Document>
QUESTION: question here
ANSWER: answer here

These questions should be detailed and be based explicitly on information in the document. Begin!

<Begin Document>
{doc}
<End Document>""""""",1
"f""""""Use the below extract from articles on Philosophy to provide a summary in simple terms. Mould your summary to answer the subsequent question. 
        
        Start your response with ""According to articles published by Stanford Encyclopedia of Philosphy"". 
        
        If a summary cannot be provided, write ""I don't know.""

        Extract:
        \""\""\""
        {self.prompt_text}
        \""\""\""
        Question: {self.query}""""""",1
